,genes,logFC,logCPM,LR,PValue,FDR
1,AT1G01010,0.169463788632817,3.70551598611081,1.94269153836687,0.163376588856471,0.487119593131973
2,AT1G01020,-0.0160153196350847,3.59979375802601,0.0161947206873503,0.89873582135859,0.970883556569699
3,AT1G01030,0.408423182145498,2.3136079962523,4.76668232346377,0.0290156892262026,0.189428751479829
4,AT1G01040,0.234849486850604,6.14879062141497,11.2472349907307,0.000797417158005764,0.0163170331395407
5,AT1G01050,-0.102035879686603,6.40838771371329,2.02781311515014,0.154442699655471,0.474072168785788
6,AT1G01060,0.140270846363005,9.57245577161439,4.68338344869767,0.0304557069004365,0.194525619337859
7,AT1G01070,-0.249072745599382,4.64923595048218,6.7164063175298,0.00955299291244122,0.0939739660096712
9,AT1G01080,0.0932604706467431,5.37854771801513,1.40847212703427,0.23531019448922,0.574759858621612
10,AT1G01090,0.00732352226702913,7.6422863512575,0.0128495537119369,0.909748423206729,0.974924674822435
11,AT1G01100,-0.123656395208125,7.40853684071153,1.13822234976251,0.286028267527715,0.63081062409022
12,AT1G01110,0.0144554396828708,2.86597983646704,0.00784577978652479,0.929418559261677,0.980664437454353
14,AT1G01120,0.741152101326426,6.93637965217247,33.7716388877165,6.19758223762044e-09,1.11559491077264e-06
15,AT1G01130,0.515717094045152,1.2718444773512,3.60762035588056,0.0575153622508559,0.277612166339129
16,AT1G01140,-0.254438208565867,5.69240637911393,5.97141332229226,0.0145396230380595,0.124376985602556
17,AT1G01150,1.07603614863601,-0.97099828901811,1.61075187097953,0.204386144421909,0.540796607235659
18,AT1G01160,-0.15354232901936,4.83460161303553,3.59388582507537,0.0579924905197835,0.278708578521645
19,AT1G01170,-0.218388084166229,4.75294736326151,4.78303085392989,0.0287414916817597,0.188671709371857
20,AT1G01180,-0.142111328314511,4.505140780706,0.849278824675498,0.356756434833932,0.692634825720719
21,AT1G01190,1.25512619192933,3.15751672333141,32.1795103779004,1.40565343526664e-08,2.27469062398607e-06
22,AT1G01200,-0.11266852265439,1.08928359594159,0.198136697582866,0.656229072375331,0.875481441490538
23,AT1G01210,0.112301424091555,2.43033276121199,0.387134796339261,0.533809332429406,0.811934585304381
24,AT1G01220,0.107570660041282,5.15519185795958,1.83856855187415,0.175118814419615,0.501952870531084
25,AT1G01225,-0.198501589830341,1.87855958268503,1.40399794841702,0.236055329079738,0.57515966231845
26,AT1G01230,-0.0778944041746914,4.10161623386797,0.523614469545173,0.469303911498804,0.772460770612333
27,AT1G01240,-0.359623539534373,5.53559808765862,14.4795375987987,0.000141690364997234,0.00442235586894836
28,AT1G01250,0.0392063451060845,0.280491649764911,0.0113483571849606,0.915162910748044,0.975882220570814
29,AT1G01260,-0.0421997935788559,4.2065245166882,0.152145717779746,0.696493209323745,0.891873122588588
31,AT1G01290,0.020847411889303,3.29894350562208,0.0316315621921301,0.858838704152839,0.95748207674657
32,AT1G01300,0.165914993682313,5.33633404099952,2.55133625739117,0.110201015155456,0.396159287821012
35,AT1G01320,0.0414358296163442,8.96903758373936,0.385235585167771,0.534814473212448,0.812264455909736
36,AT1G01340,0.459773080077567,4.78421845461525,10.445973808322,0.00122917086562066,0.0224630975692175
37,AT1G01350,-0.21767908924485,4.03716942033405,4.79220715406558,0.0285887701690516,0.18833229919631
38,AT1G01355,0.585234454895796,-0.662579300277167,0.868506555922968,0.351369089105923,0.687605944083305
39,AT1G01360,0.194080855578036,4.32410290256522,4.67569037842791,0.0305924042882494,0.195033152390186
40,AT1G01370,-0.0254179459548577,1.84116158671167,0.0129353889619921,0.909448777059914,0.974861531548975
41,AT1G01380,0.417407774483419,0.221186162939035,1.39635899266666,0.237334146417555,0.57641761235994
42,AT1G01390,0.297203001886372,2.81892437433315,3.4894560961679,0.0617608734629304,0.289021800560852
45,AT1G01420,0.0349822091455601,3.83045075336242,0.0763226707403604,0.782344090623953,0.929281513713491
46,AT1G01430,0.0917989044002345,6.76858814532366,1.36975127379718,0.241854622897764,0.581960970579988
47,AT1G01440,0.0801621080618248,4.88653535976698,0.78432260219885,0.375822385998662,0.705691904435988
48,AT1G01450,-0.0906367535983193,3.81320691675259,0.743730588819327,0.388468451950066,0.714195289999304
49,AT1G01453,-1.43524722085824,0.902822808176139,22.1121746759463,2.57173544199244e-06,0.000177007206606486
51,AT1G01470,-0.0563081153704806,5.00293845468767,0.311277680078783,0.576897206134115,0.83629145242101
53,AT1G01480,-0.452777867305384,0.749551935475611,2.02111490606438,0.15512520728921,0.474804976801034
54,AT1G01490,-0.131970541424004,6.20734504461505,3.0897442482536,0.0787871904389238,0.33072798696095
55,AT1G01500,-0.108804853200066,2.57163330873378,0.504855795070272,0.477374262922817,0.778450538438523
56,AT1G01510,-0.126288725984849,5.81676237338998,2.35610631979495,0.124793324253944,0.424093247973607
57,AT1G01520,0.840491726570021,3.38947196184055,38.4824314121869,5.52487998871148e-10,1.3462290905827e-07
59,AT1G01540,0.110483359843591,6.82328079041292,2.8557066388321,0.0910502224924826,0.357485412987915
60,AT1G01550,0.0776876385359418,7.32715934384348,0.706222960016545,0.400700556441403,0.724844363512356
61,AT1G01560,0.97276465185019,1.09533551544282,6.99925983457994,0.00815434253330416,0.0851546341692192
62,AT1G01570,0.367835777035812,1.55252504650537,2.36325631479302,0.124222645911553,0.422978469213811
63,AT1G01580,1.43306672689184,6.68918097948362,20.7238899278939,5.3049999674888e-06,0.000318585536291204
64,AT1G01590,0.173109018456753,0.314925180033085,0.171823950257888,0.678495866744738,0.884640992321546
65,AT1G01600,0.283602598773447,2.62155734393021,2.99550639606148,0.0834958047519256,0.341279294180125
66,AT1G01610,0.219313315666338,6.19406153265049,9.42952849773694,0.00213519179572575,0.0331118733559547
67,AT1G01620,0.102014128414193,9.75746533311769,1.61820335380725,0.203342486318401,0.539709198380341
68,AT1G01630,0.0827793888824495,5.39716831889568,1.07241180344184,0.300401311335486,0.643838580426748
69,AT1G01640,0.127779789460875,3.32004207329106,0.877216459466256,0.348965203742694,0.685735386924488
70,AT1G01650,0.0399949078975554,5.61646630509958,0.253228815048621,0.614810689870617,0.857797016418213
71,AT1G01660,-0.160647867155869,1.68559190445132,0.554303006735783,0.456564798746022,0.764074862693181
72,AT1G01670,0.0171796372767828,1.31713145238737,0.00488094438895637,0.944302101210448,0.98472911866366
73,AT1G01680,0.395895453947771,0.0574455234963,0.968577691129518,0.325035154934705,0.666384937085185
74,AT1G01690,-0.0985553507047427,2.25600855887992,0.273458318132599,0.601021281198395,0.850831489554729
75,AT1G01695,0.482645727108558,-0.361675465665274,0.81378509478386,0.367003547288192,0.699130913592415
76,AT1G01700,-0.717054687992445,1.22662381256452,8.34821395910191,0.00386066641628129,0.050806049511107
77,AT1G01710,-0.13610290209263,5.25953646871318,2.51231606212218,0.112959807743278,0.401178583405888
78,AT1G01720,-0.41756225460763,5.40608740264977,12.7684961385613,0.000352506124805082,0.00861912034572426
79,AT1G01725,-0.0794139447264918,2.83713075162483,0.260411885613131,0.609837325027089,0.855815004187028
80,AT1G01730,0.0656392105160767,4.85581602424604,0.528835218176464,0.467096969954885,0.771064408157246
81,AT1G01740,0.0910914345906143,2.45954340796542,0.199042013630933,0.655495218665718,0.875464028628388
82,AT1G01750,-0.325547693617091,3.21838958831607,5.6348098992826,0.0176072545586663,0.140058607650719
