,genes,logFC,logCPM,LR,PValue,FDR
1,AT1G01010,-0.143014492136169,3.5488018463667,0.927659315699954,0.335471889946226,0.786340841682959
2,AT1G01020,-0.0197492529756103,3.59725303846296,0.0248870668618117,0.87464879326682,0.979817543949782
3,AT1G01030,0.483598595315209,2.35320534693957,5.88320202015269,0.0152859981352098,0.247176105620376
4,AT1G01040,0.226606075411106,6.14083674152095,8.86175549595687,0.00291207381240416,0.0938791114108622
5,AT1G01050,-0.039463944050772,6.43729072598369,0.246736739510519,0.619382270518565,0.914871405358187
6,AT1G01060,0.0485923523307216,9.52454641887527,0.371285310221154,0.542304496222475,0.884913811598564
7,AT1G01070,-0.212985940500636,4.65711427389077,3.12151402424255,0.0772649629839716,0.50978523196303
9,AT1G01080,0.110895039043495,5.38774395116668,1.97080191993578,0.160362768413943,0.642147776276386
10,AT1G01090,-0.00924456207566508,7.63441431012314,0.0180660659787293,0.893078321943747,0.983029107309367
11,AT1G01100,-0.163870108815017,7.39062068597458,2.45937066770994,0.116825581086807,0.590929490207403
12,AT1G01110,0.0886733409895316,2.90743086630993,0.186493821778431,0.665850942301278,0.927084689143927
14,AT1G01120,0.109102682571079,6.60937558136092,0.781933560494124,0.37655043986794,0.808209844289955
15,AT1G01130,0.199202350175329,1.11462031252991,0.53829140417769,0.463141687750458,0.849122503972427
16,AT1G01140,0.278822359138691,5.96955048955023,5.27784479148895,0.0215984671395685,0.297561654693531
17,AT1G01150,-0.659328683674558,-1.29944619737381,0.416803867823019,0.518536175804716,0.875618097786162
18,AT1G01160,-0.0493874412131809,4.88286556124041,0.402452225938523,0.525825535061368,0.877079826762308
19,AT1G01170,0.0215934616424568,4.8736235242789,0.0412129019661904,0.839127520508882,0.972390268935966
20,AT1G01180,0.115942348102065,4.65444145612275,0.55636805554678,0.455727320847278,0.845968780616589
21,AT1G01190,0.83952839523068,3.10104244237399,13.1975581161312,0.000280314115277156,0.0181170089321964
