,genes,logFC,logCPM,LR,PValue,FDR
1,AT1G01010,-0.0200809208228101,3.62390459081507,0.0139573487266862,0.905955760397071,0.969438259883656
2,AT1G01020,0.316988070407397,3.75961356793686,6.08717197058276,0.0136166865891974,0.10329916449358
3,AT1G01030,0.535802294504243,2.34550018697806,6.19089786675537,0.0128409020540524,0.0996027378865194
4,AT1G01040,0.197383968819038,6.11025207342238,5.96326040332813,0.0146070048375879,0.108119376938556
5,AT1G01050,-0.0906681534639454,6.43065307317738,1.16455112849455,0.280523672218581,0.604438640603942
6,AT1G01060,0.0894586541358754,9.54454161182623,0.860100602380905,0.353710540253717,0.674300120417083
7,AT1G01070,-0.213007433273876,4.71223199897338,1.79999261687352,0.179713387465543,0.483579428120874
9,AT1G01080,0.214951074850848,5.42392463849091,4.56559856355951,0.0326202732525592,0.184863927129042
10,AT1G01090,0.171146998006982,7.72171930490357,4.26300485688243,0.0389509643170225,0.206018336466208
11,AT1G01100,0.084907720606191,7.49619523722654,0.434192971737097,0.509938660574185,0.783233565100141
12,AT1G01110,-0.215129233194326,2.80766391789211,1.08425315983163,0.29774803979522,0.622333712703525
14,AT1G01120,0.956044111628994,7.01404660869903,21.3614365603258,3.8034506168082e-06,0.000179843932403656
15,AT1G01130,0.425009844196925,1.22717119921319,1.72456225421383,0.189106840351365,0.497440862217223
16,AT1G01140,-0.0442344158375509,5.82787294674014,0.132903219119385,0.715440671131924,0.889746966286851
17,AT1G01150,-0.361964477864454,-0.80547423889063,0.104967966875863,0.745947419861687,0.904084349302378
18,AT1G01160,-0.156733048792964,4.85641325778035,2.5928450529283,0.107347356240246,0.368288817759667
19,AT1G01170,-0.257907950429953,4.78953122826391,4.93974959182627,0.0262458387034965,0.161458367578474
20,AT1G01180,-0.144112398885272,4.55555771985402,0.632707900493401,0.42636377458999,0.728910133672033
21,AT1G01190,0.699328483268599,2.76400903324119,14.7391138362303,0.000123458297428248,0.00308267661623254
22,AT1G01200,-0.0729466313070983,1.16572620305598,0.0440917259335123,0.833683049441717,0.942324871691219
23,AT1G01210,0.134788487133488,2.43610251909344,0.435420295426852,0.509341206966817,0.782714209049855
24,AT1G01220,0.00976704949372815,5.10902639271868,0.00893605586702684,0.924687585528739,0.975836092489362
25,AT1G01225,-0.153356281886322,1.97133726385872,0.479231719689944,0.488770522252636,0.768938501019193
26,AT1G01230,-0.0555002923694975,4.13638029537522,0.231766265601717,0.630217250708393,0.852445978670878
27,AT1G01240,-0.388301684683623,5.58104193815143,18.7488928166145,1.49109903495853e-05,0.000559465636143113
28,AT1G01250,0.50042002760677,0.635520182294811,1.01846745767662,0.312882808497755,0.638631080702885
29,AT1G01260,0.116613479471064,4.28146757395319,0.937159366951553,0.333009452067043,0.65675573303277
31,AT1G01290,0.280216246709811,3.41215678269156,4.06878052866267,0.0436827997062723,0.221009945339682
32,AT1G01300,0.176791982095778,5.31409527225944,3.1269897897548,0.077005808057731,0.309116857605726
35,AT1G01320,0.130075044798614,8.99914651822277,1.74884654125904,0.186021803919821,0.492811324830829
36,AT1G01340,-0.0456098460359412,4.51995914657712,0.0965278113389765,0.75603686880141,0.909502747721294
37,AT1G01350,-0.248794155981084,4.06546848801923,3.47083384786641,0.0624598176402708,0.273517388531742
38,AT1G01355,0.315624180832917,-0.44787798569859,0.188451921006664,0.664208205401105,0.867548670248756
39,AT1G01360,0.225423880166617,4.32295924993822,4.08269500307934,0.0433245053158031,0.21980263402631
40,AT1G01370,0.253660717947943,1.97054278442926,0.930087349080187,0.334840228504725,0.658284151355992
41,AT1G01380,0.404575504529359,0.348841065285091,0.705911041100961,0.400804598353278,0.710007243293318
42,AT1G01390,0.791818315980308,2.97034085705848,13.0235366623503,0.000307600345035671,0.00655358765267456
45,AT1G01420,0.172303400660528,3.90257127671713,1.22936204587262,0.267531140833657,0.589848430008601
46,AT1G01430,0.21129953024444,6.81859387306011,4.04588885055295,0.0442790549576444,0.222750756062436
47,AT1G01440,0.0951884142025435,4.90712512225098,0.66242138502392,0.415706402654806,0.721831208307804
48,AT1G01450,-0.211804271099992,3.81210678176411,2.57466926520764,0.108586794921433,0.370587655580079
49,AT1G01453,-1.80547173163968,1.17354038897092,21.2808977534624,3.96664658977597e-06,0.000185217931842865
51,AT1G01470,-0.1362123222561,4.98572203709308,1.68472560682696,0.194297712086266,0.504521949842816
