,genes,logFC,logCPM,LR,PValue,FDR
1,AT1G01010,-0.0918993065566032,3.5873098510683,0.394061999792358,0.530171932843702,0.798693503312421
2,AT1G01020,0.169199253398916,3.70608684384154,1.83484521611981,0.175556323120312,0.484775106659828
3,AT1G01030,0.470726517207888,2.35247329387418,7.43693399869643,0.00638986574934258,0.0645940929020127
4,AT1G01040,0.197738660316228,6.12491237984356,8.74382620547557,0.00310652001090751,0.0401690764293545
5,AT1G01050,-0.0181715370379556,6.45253325966592,0.0526812427089549,0.818461709568722,0.936754658306195
6,AT1G01060,0.0653632814765095,9.52869282852278,0.761431681239145,0.382880852736852,0.695935110792123
7,AT1G01070,0.0045614650390897,4.77956954412439,0.00151006410081322,0.969002372006177,0.992454039760654
9,AT1G01080,0.193418644647258,5.43188993082306,5.57452095123759,0.0182236496528389,0.131708271705728
10,AT1G01090,0.0885925075705083,7.68692014906411,1.71357654213348,0.190521989232545,0.505159305403021
11,AT1G01100,0.158739697838836,7.55319447638555,2.71591920984478,0.0993517242396748,0.358303707550505
12,AT1G01110,-0.0339510773404925,2.88016728615401,0.0342766589503913,0.853119568714593,0.950656104771902
14,AT1G01120,0.545116212314975,6.82532105986371,13.7468838172542,0.000209167532662356,0.0054878001545907
15,AT1G01130,0.310807030803521,1.21588274490986,0.760125903230517,0.383289124429598,0.69617788486343
16,AT1G01140,-0.261183595546195,5.72272410109104,6.56911238611615,0.010376368830027,0.0897096229290301
17,AT1G01150,1.27105809543721,-0.66517190680938,1.88664848858373,0.169580423705751,0.476717467930387
18,AT1G01160,-0.148846687145001,4.8455671097206,3.22157497000528,0.072673675418214,0.304652784588417
19,AT1G01170,-0.224118811888123,4.773979419991,3.58773351224583,0.0582075795082372,0.26861625504806
20,AT1G01180,-0.2540101641313,4.49084256731093,2.56921380102002,0.10896187286112,0.377246895767251
21,AT1G01190,1.05565103093479,2.98103324593118,26.6127117113652,2.48602689802665e-07,2.57079435176912e-05
22,AT1G01200,0.180707683620866,1.26542177136686,0.404179157684881,0.524938819931402,0.795551761776222
23,AT1G01210,0.12139328867052,2.458765756827,0.525048889722694,0.468695879589888,0.75871396366002
24,AT1G01220,0.0264643006697298,5.11545910445732,0.09185815015522,0.761828060980838,0.915369858681904
25,AT1G01225,-0.181714430711865,1.97519680569466,0.706699962657279,0.400541525926731,0.710075247375879
26,AT1G01230,-0.0713796726539994,4.13303062838554,0.571447784868417,0.449684178155409,0.744172903412686
27,AT1G01240,-0.46856698965947,5.51238043941904,29.0340268467069,7.11180779646716e-08,8.66568605119295e-06
28,AT1G01250,0.288633518531891,0.534649690205583,0.339630268745061,0.560042715572656,0.816024848953518
29,AT1G01260,-0.139142148755063,4.17816967136383,1.64742293678231,0.199310046398393,0.515757660849636
31,AT1G01290,0.203983171150333,3.39910704436202,3.43950748542628,0.0636546655543423,0.283133708578788
32,AT1G01300,0.368749866093723,5.44086806707339,13.2450009638379,0.000273307769049449,0.00673703650706891
35,AT1G01320,0.111503215127978,8.99749134868745,2.6982516652754,0.100458353577818,0.360628386425885
36,AT1G01340,0.243505169258047,4.63457503684604,4.22156762972922,0.0399132693099474,0.215023633226739
37,AT1G01350,-0.176564316410245,4.07570667170032,2.63829705047992,0.104315306422332,0.368501946483423
38,AT1G01355,-0.134140105479662,-0.512828795119561,0.0336285686179334,0.854499131100814,0.951443199758714
39,AT1G01360,-0.011778085529835,4.22497200577986,0.0120713387385187,0.912512757103459,0.975246198031779
40,AT1G01370,0.0783284482734763,1.90990844624691,0.108326680628744,0.74205728752183,0.906783055002033
41,AT1G01380,0.113660154324323,0.268259162206153,0.0717330587181308,0.788829962102775,0.926221954713677
42,AT1G01390,0.623026972922442,2.94751193089012,10.5104227606444,0.00118703094972855,0.0200030755988041
45,AT1G01420,0.0942371317832684,3.86850370799914,0.484095878794246,0.486572886029196,0.769984855826626
46,AT1G01430,0.0820973195937641,6.7693691275689,0.82194188822738,0.36461301449479,0.683294845674952
47,AT1G01440,0.060658786742529,4.88293337967125,0.432418602470813,0.510804557063856,0.7861677662664
