,genes,logFC,logCPM,LR,PValue,FDR
1,AT1G01010,0.148533489756294,3.91670365326429,0.494144083261535,0.482084524560763,0.955550853669595
2,AT1G01020,0.109702731275417,3.6791296862135,0.201293793424483,0.65367855376721,0.977266338929741
3,AT1G01030,-0.0465005719376728,2.46775603144633,0.027010048910749,0.869457714588537,0.993585326224037
4,AT1G01040,-0.122974789906909,6.19128678177485,0.721589844939713,0.395622905873934,0.934094437771247
5,AT1G01050,-0.0924765021902462,6.40993025467931,0.445805916673045,0.504333416330995,0.960848754632944
6,AT1G01060,-0.325184819869832,9.43839274959801,3.57450066993264,0.0586730859192951,0.620125679514511
7,AT1G01070,-0.29454765994346,4.70068451198815,1.71872084987417,0.189857782954578,0.83196195606545
9,AT1G01080,-0.0511471851074029,5.37156613932769,0.0913303881345904,0.762492607037613,0.986396581228434
10,AT1G01090,-0.0869896285127823,7.6749715897048,0.335838804111527,0.562241048050563,0.967646560058374
11,AT1G01100,0.0562346460631717,7.32986983371891,0.093227877338542,0.760112998184033,0.986307637101559
12,AT1G01110,-0.392960076190134,2.76943788532614,1.44605838412627,0.229161472653608,0.867165061057475
14,AT1G01120,0.11271582173155,6.83744835554865,0.0777292741136542,0.780398542778833,0.988686045930239
15,AT1G01130,-0.730124808069441,1.20919615051998,1.68148944036827,0.194726658445832,0.837335168189355
16,AT1G01140,0.247592328834755,5.99195494085064,1.60112981694942,0.205743172674365,0.847748147924896
17,AT1G01150,0.401980522019214,-1.03718639037777,0.070532807788342,0.79056258676431,0.990141007360383
18,AT1G01160,-0.200399166155354,4.78893759595594,1.34785216182173,0.245653955991434,0.880095902165417
19,AT1G01170,-0.252742529655863,4.68444320046384,1.90809570811682,0.167174943982297,0.808707719243123
20,AT1G01180,0.397689912942297,4.58240653151014,2.47108764296641,0.115957659174489,0.754414771387628
21,AT1G01190,0.0646078341925054,3.16155758252295,0.021507406829901,0.883405098687167,0.993763879224016
22,AT1G01200,-0.0161248766761967,0.678678544769283,0.000849256453593128,0.97675133489105,1
23,AT1G01210,-0.320324938426548,2.28165113954043,0.799600073604893,0.371212967837156,0.925837895815697
24,AT1G01220,0.0707311461725385,5.12706121892566,0.244289091265221,0.621125325328676,0.976238472824568
25,AT1G01225,-0.859465443011875,1.82187409864458,4.34235458484724,0.0371754780884888,0.529625645159861
26,AT1G01230,-0.00452749735667265,4.13812257843406,0.000611830701514826,0.98026616873166,1
27,AT1G01240,-0.0887633963219421,5.61681021885827,0.1946950570855,0.659037355394884,0.977266338929741
28,AT1G01250,1.06057106511315,0.421153949545475,2.97435475327764,0.084593853635616,0.7007835495199
29,AT1G01260,-0.0400644241224006,4.32482662418938,0.0391051600630092,0.843240474736406,0.993585326224037
31,AT1G01290,0.134675492470501,3.41361776370548,0.321516091328135,0.570697951008564,0.969875409927092
32,AT1G01300,0.0181957075108251,5.34222950182624,0.010114548113318,0.919890931489248,0.99530421240552
35,AT1G01320,-0.0852821692369495,8.94164785420243,0.245270496946699,0.620425132187488,0.976238472824568
36,AT1G01340,0.620101014219985,4.77776985031326,9.69289031474693,0.00184982340516937,0.1114045635403
37,AT1G01350,-0.284864009931117,4.01289248078024,1.76260606144651,0.184299790659068,0.827397556582291
38,AT1G01355,-0.986176965068807,-0.533618415801859,0.465053303028409,0.495271726434773,0.958249731862249
39,AT1G01360,0.210928514304718,4.37650188143796,0.877061304816682,0.349007829527852,0.922423866642547
