,genes,logFC,logCPM,LR,PValue,FDR
1,AT1G01010,-0.213351709846321,3.87274762659096,0.939436142268601,0.332422893629345,0.658204620180457
2,AT1G01020,0.0799088433287902,3.5884550760179,0.19460352388279,0.659112447582885,0.866503748908319
3,AT1G01030,-0.447938178326972,2.29380018169332,3.32060286719414,0.0684167362696496,0.30844445190774
4,AT1G01040,-0.0451981920988774,6.26569977406227,0.115775198914264,0.733662583698544,0.902298144214505
5,AT1G01050,0.0695777216395043,6.41393704417096,0.302729080057112,0.582176569518258,0.82723531564555
6,AT1G01060,0.380765755102428,9.64681821447683,11.2856688357586,0.0007810768817283,0.0220779739045867
7,AT1G01070,-0.501475017404791,4.53401327132856,6.54786883765301,0.0105009865618592,0.111093621561751
9,AT1G01080,0.542219176192405,5.51617682711906,15.5203598500665,8.16213896054884e-05,0.00450596832876757
10,AT1G01090,0.0484102874614652,7.6776044894758,0.170448472089463,0.679713543569008,0.876665743572057
11,AT1G01100,0.194434096381179,7.32494048134282,1.70137923316651,0.192107702238825,0.5140087315109
12,AT1G01110,-0.798661099193363,2.65630343499819,5.67236438072945,0.0172342121751046,0.147436668240534
14,AT1G01120,0.889809338527131,7.21046943657664,16.3296650663852,5.32242059241575e-05,0.00334807104268907
15,AT1G01130,0.13887898279569,1.25599234996914,0.139222137045319,0.709055541024646,0.89153836009088
16,AT1G01140,-0.020652643957546,5.8860228746863,0.0193211134267042,0.889449826633586,0.963010768842521
17,AT1G01150,0.390664546522553,-1.21559833406297,0.0880489910518563,0.766672267740417,0.914243884689182
18,AT1G01160,-0.24464009368349,4.72222713603706,3.74157130672227,0.053074512114155,0.27289026978122
19,AT1G01170,0.0983057925358359,4.6715336284593,0.36506370129765,0.545707346510951,0.80813312441451
20,AT1G01180,0.121004928114326,4.43953298291064,0.29507811536681,0.586984581377397,0.829901501696158
21,AT1G01190,-0.232564626612267,3.36847537590981,0.850054464660818,0.356536930437374,0.679722358136756
22,AT1G01200,0.366751907689284,0.866452424206605,0.914810050277003,0.338841383774178,0.663538121325329
23,AT1G01210,0.610457811571475,2.49136146356408,4.19428347053252,0.0405604905073927,0.238999134370788
