,genes,logFC,logCPM,LR,PValue,FDR
1,AT1G01010,0.11931448643709,3.85115872422367,0.454565279625113,0.500174911062372,0.840657095029829
2,AT1G01020,0.241284249194738,3.60812747123673,1.43803623324359,0.23045738509169,0.652613693101621
3,AT1G01030,-0.501919932344195,2.34570975550201,1.48429388656808,0.223103910500126,0.642931484202086
4,AT1G01040,-0.00540526962053344,6.21701306777346,0.00106863164661064,0.973921852793957,0.997254956159934
5,AT1G01050,0.0944393091446194,6.51980932729497,0.584727205536719,0.444465349694282,0.809186153311696
6,AT1G01060,0.420498655289739,9.7288721211752,9.70511420373128,0.00183755903672738,0.0482706493427307
7,AT1G01070,-0.300175754173104,4.55532567971173,1.14460743901792,0.284680853365184,0.706174491716862
9,AT1G01080,0.0638367792966616,5.41204419261311,0.199584565330058,0.655056382057543,0.912987524210247
10,AT1G01090,-0.107401608552988,7.75061214245751,0.668335025926286,0.413632695655875,0.793969532344159
11,AT1G01100,0.398368117221474,7.3521595843125,5.10465984164937,0.0238616574913248,0.233000127664023
12,AT1G01110,0.0615194136598693,2.74661551063219,0.0294531345588425,0.863736946924968,0.973230548414074
14,AT1G01120,0.32908991984329,7.19963096340044,1.26907653667527,0.259939992486184,0.683172315982472
15,AT1G01130,-0.255954561209219,1.40380863644787,0.270995141990984,0.602665002596133,0.89287039389461
16,AT1G01140,-0.480486755355336,5.90832317544702,5.94161483133559,0.014787464155658,0.17805630037303
17,AT1G01150,-1.57550792530504,-0.952039035445839,0.895105291135755,0.34409756191587,0.751830377877936
18,AT1G01160,-0.153621654602406,4.78501721555738,1.03192051936159,0.309708019394978,0.72587068028238
19,AT1G01170,-0.256582864756964,4.74616122606138,2.04769591612881,0.152436732748487,0.557711731226439
20,AT1G01180,-0.194505506865172,4.5856816875342,0.615083462644247,0.432880191544161,0.803728957957351
21,AT1G01190,-0.643483149249588,3.20290315218076,2.12268232293973,0.145132170220398,0.547642497576143
22,AT1G01200,0.289046092392396,0.947353941682195,0.363661814433346,0.546479557420606,0.867057907916078
23,AT1G01210,0.477672911128867,2.43388049432607,2.35280476113834,0.125057821058532,0.514801475741989
24,AT1G01220,-0.0144609643312952,5.08949568297369,0.0125124084422605,0.910935303023606,0.985207018962062
25,AT1G01225,-0.617452686656659,1.82579663836569,3.15524193480698,0.0756834718794217,0.416342474469336
26,AT1G01230,-0.0413247608540474,4.16334597345242,0.0608420079511873,0.805170028265006,0.957361569868745
27,AT1G01240,-0.88222957599166,5.48428051913435,25.9103529918172,3.5764585204894e-07,6.53597794619438e-05
28,AT1G01250,0.223187174677413,0.525142972429068,0.13922963178352,0.709048066664441,0.927772341930993
29,AT1G01260,0.0941666543872908,4.25300919662115,0.307533025095736,0.579197979848967,0.884741823406491
