,genes,logFC,logCPM,LR,PValue,FDR
1,AT1G01010,-0.154914586301762,3.82638213542995,0.265626315282013,0.606280882811393,0.795084963483992
2,AT1G01020,0.175563484387381,3.63677120650981,0.72743487233503,0.393715911891388,0.630010989520495
3,AT1G01030,-0.154666735598265,2.44567823705171,0.251811405528006,0.615802489381192,0.801128994930463
4,AT1G01040,-0.310128231706299,6.14948372346876,5.00774805474753,0.0252341118717801,0.127087460276874
5,AT1G01050,-0.128116271206396,6.39029209502407,0.81081367416852,0.367879796994854,0.607187700324226
6,AT1G01060,-0.105991451226621,9.48533947258614,0.468256469473722,0.493790369458202,0.711693287859539
7,AT1G01070,-0.650300131436252,4.53890721109296,7.18915298089321,0.00733455950223944,0.0584619564307567
9,AT1G01080,0.438155479150663,5.43383436245105,10.039187671765,0.00153244767248334,0.0214714859279407
10,AT1G01090,-0.10585147859704,7.72278267873231,0.488614849233144,0.4845458399106,0.704325785810807
11,AT1G01100,-0.032245121712029,7.29500680144978,0.0517683414022061,0.82001430877772,0.918785480749348
12,AT1G01110,-1.07070473205894,2.68197221355258,12.8697976122513,0.000333927720684741,0.00765290135221171
14,AT1G01120,0.918364155858915,7.05243284230568,10.0969619083068,0.0014851396332077,0.0209750000562092
15,AT1G01130,-0.511534362275509,1.33372962434162,1.01118775515458,0.314618457719278,0.559295319512871
16,AT1G01140,0.206131517266546,6.01027090492142,1.05914342799541,0.303410630467875,0.547777376536236
17,AT1G01150,-1.59672797581765,-0.972094671856495,0.831912405579973,0.361720119321679,0.602612385189111
18,AT1G01160,-0.2416922012568,4.76668134360568,2.26866669474993,0.132013432402334,0.341620209167123
19,AT1G01170,0.326167824881474,4.78784971848077,2.79263890717452,0.0946981636609754,0.281794830355
20,AT1G01180,0.888197592189694,4.80985366190326,15.934501375931,6.55724833694689e-05,0.00258858673174929
21,AT1G01190,0.0990060589918238,3.18952576993305,0.0356356914946758,0.850269808395541,0.932336919680188
22,AT1G01200,0.744435586571845,0.896278455372224,2.27898618813651,0.131137570101798,0.340642733560596
23,AT1G01210,-0.137503396519415,2.24541030199578,0.132525269652248,0.715827988188067,0.859886797813581
24,AT1G01220,-0.142337823500864,5.05493257478967,0.762358835561297,0.382591337757648,0.619904184903324
25,AT1G01225,-0.027476335781749,1.89344068867322,0.00726441695335822,0.932077309315527,0.974603279085521
26,AT1G01230,0.551521720767609,4.3180740112047,9.19921103283225,0.00242119458662502,0.0287868222332383
27,AT1G01240,0.285862019101057,5.6699355119068,2.46231521115902,0.116606794385396,0.318796419161207
28,AT1G01250,1.44239171459937,0.600475389858595,6.19586575564334,0.0128049070359382,0.0831652035094531
29,AT1G01260,-0.0148233622634451,4.28091807923531,0.00472945896228971,0.945171852751303,0.980344731235996
31,AT1G01290,0.252351551977826,3.34341817580168,0.835866673912152,0.360581586192658,0.601319150857312
32,AT1G01300,-0.648335057900239,5.25255541819324,5.95112168562669,0.0147079244237644,0.0909814093549408
35,AT1G01320,-0.366423472820967,8.893793170401,3.11343016520126,0.0776492693892905,0.250215272091749
36,AT1G01340,1.07949330853765,4.95559364675632,26.1913145637749,3.09210156720682e-07,5.90535685794751e-05
37,AT1G01350,0.101900777905361,4.06838645761844,0.344028525772989,0.557513059365058,0.761025070539592
38,AT1G01355,-0.813326129411012,-0.576662945858325,0.281318441849173,0.595838362612069,0.788204167692425
39,AT1G01360,0.383790605420505,4.39181424118307,5.43399338115797,0.0197484698247004,0.108284088674319
40,AT1G01370,-0.651052134984275,1.62787857569534,2.32426801401764,0.127370123287893,0.336170224549309
