,genes,logFC,logCPM,LR,PValue,FDR
1,AT1G01010,-0.49008820537853,3.8614106020484,15.3815023423399,8.78440293166406e-05,0.0332536710264904
2,AT1G01020,0.00388294917014746,3.76161552137134,0.00087521749263253,0.976398766077325,0.998789317619977
3,AT1G01030,0.364986165684494,2.60775726085852,3.24015358093808,0.0718539023202093,0.677289642482149
4,AT1G01040,-0.0404197725037804,6.19560733940686,0.3591435437047,0.54898227452544,0.951296210419827
5,AT1G01050,-0.00218972974074092,6.40746181831531,0.00106998015606408,0.973905409799738,0.998452832771203
6,AT1G01060,-0.0517518332986849,9.51315720222996,0.583565929935349,0.444917974881899,0.925870757685486
7,AT1G01070,0.000601436923445274,4.70200479417959,1.557556590015e-05,0.996851085625634,1
9,AT1G01080,0.0181091296446396,5.38015528691525,0.0421630458941493,0.837309290209376,0.987664716452362
10,AT1G01090,0.0179798905234168,7.71050408735371,0.0560156222844643,0.812908002313828,0.985710781601323
11,AT1G01100,0.142570677540035,7.48238062884653,2.01774921352449,0.15546944300037,0.789950044041919
12,AT1G01110,0.120935149447133,2.93063241217933,0.472262582694189,0.491948112134338,0.935809439414016
14,AT1G01120,-0.34971252371616,6.84103030707315,4.04464915921113,0.0443115884689523,0.60331494152429
15,AT1G01130,-0.0276392874862382,1.1057450482196,0.00471988636014942,0.945227280637768,0.994263129627828
16,AT1G01140,-0.0954302259602264,5.962324968586,0.640844897397709,0.423405013112838,0.916174632334292
17,AT1G01150,1.00375282919077,-0.419342193158397,1.04798733207159,0.305971078101986,0.891858255247016
18,AT1G01160,0.0713063968571834,4.89799223956004,0.53623588792416,0.46399689667448,0.929636867452823
19,AT1G01170,0.10229577558154,4.65336999070605,1.11660946884988,0.290649696072483,0.886856353387733
20,AT1G01180,-0.055370054600591,4.46638592030493,0.112507689406868,0.737307031732136,0.97750832359793
21,AT1G01190,0.31399324393675,3.24073464285439,2.03000646926555,0.154219950869282,0.789247522176096
22,AT1G01200,0.0941491794096515,1.36789951305922,0.0759232388439379,0.782900078719788,0.981762719241691
23,AT1G01210,-0.0414376430763364,2.39837084210915,0.0480043847468092,0.826572906719585,0.986734935917514
24,AT1G01220,0.037252900268174,5.15683949313543,0.184987682935727,0.667121485383246,0.967688488698502
25,AT1G01225,0.50050466786123,1.96038759946479,3.51797826092513,0.0607064569690451,0.655367098696542
26,AT1G01230,-0.00445435008667731,4.12281279920139,0.00157446949483742,0.968348577374971,0.997999244633065
27,AT1G01240,0.158925415275233,5.58383820138677,2.69089256139211,0.10092326661198,0.728532835804401
28,AT1G01250,-0.113418501865948,0.52458511668648,0.0449036598906289,0.832181277008397,0.98753482261679
29,AT1G01260,-0.0426662147659409,4.33277378238425,0.124066196462257,0.724665542048834,0.973879896279725
31,AT1G01290,-0.195205441367605,3.4574591940811,1.68698307916028,0.193999143622685,0.833302216494691
32,AT1G01300,-0.0549201920501602,5.42114562027405,0.18414970870765,0.667831036095727,0.967688488698502
35,AT1G01320,-0.0597568296132287,8.99565076105959,0.854204686457229,0.355365567308073,0.903061236736868
36,AT1G01340,-0.211900400563516,4.84795379767885,3.55909995885507,0.0592198406148807,0.651666847146902
37,AT1G01350,-0.0320808946554816,3.98879146227705,0.0648591564587431,0.798974428829245,0.982820116637092
38,AT1G01355,0.116550486236129,-0.348540023791223,0.0171595529751372,0.895779676561537,0.990130487181512
39,AT1G01360,-0.0619379847191977,4.46876255265422,0.330948533152398,0.565101090485552,0.953613560113705
40,AT1G01370,0.142214410200759,1.70073582481343,0.196435653740821,0.657613397980328,0.966715588792782
41,AT1G01380,0.205141257345014,0.165082104886055,0.130151434729369,0.718275077868147,0.973388312710276
42,AT1G01390,-0.148736211330551,3.14002323078154,0.631885451611662,0.426664560222672,0.917660997812181
45,AT1G01420,-0.183903259428355,3.82255164321428,1.6937412483301,0.193108523648368,0.832543210042023
46,AT1G01430,-0.00519120550130988,6.75426122244519,0.00227970122111998,0.961918500381374,0.996502243239074
47,AT1G01440,0.00470088158950063,5.0188943837195,0.00267401644236642,0.958759057591246,0.996254280202253
48,AT1G01450,0.0365143944364838,4.04216647123814,0.0603821985283073,0.805892876821814,0.984799798354937
49,AT1G01453,0.838051823938294,0.303827808549163,2.81377309146091,0.0934583288267931,0.721577375204405
51,AT1G01470,0.0827469357149401,4.85588579392085,0.674148547307713,0.411608962849208,0.912941196982856
53,AT1G01480,0.413362455001223,0.782574797627867,1.09815394264464,0.294671593934519,0.887263389825502
54,AT1G01490,-0.0111283988389803,6.27327663049243,0.0180622276813569,0.893089612553016,0.990130487181512
55,AT1G01500,-0.101412436580659,2.9328188548758,0.306569791142721,0.579792766346319,0.956366789980723
56,AT1G01510,0.113319508482927,5.87804872462797,2.06143243713228,0.151068101934918,0.785718120350537
57,AT1G01520,0.0663225411497094,3.39873472848293,0.141613408049853,0.706682305599732,0.97174536188086
59,AT1G01540,0.0524799059254786,6.76261175250264,0.300380651700435,0.583643884722355,0.956452773041126
60,AT1G01550,-0.0144723175963628,7.33721824290687,0.0392012913296984,0.843050415479972,0.988382275633991
61,AT1G01560,-1.46793058372855,1.55069647086168,9.78147461979626,0.00176278883264082,0.18184758925057
62,AT1G01570,0.017940989278901,1.87285402297468,0.0051491707923752,0.942794718300487,0.994195156606079
63,AT1G01580,-0.14320052367246,7.49964927622635,0.716386477979949,0.397331773921805,0.912676883505541
64,AT1G01590,0.820894926495317,0.59939283564959,3.2472327036679,0.071544152515673,0.677289642482149
65,AT1G01600,0.0493077092398685,2.58046392112067,0.0511032145905936,0.821154598148457,0.986065951231452
66,AT1G01610,-0.0414381553237325,6.31756179442851,0.132612656277843,0.715738380117182,0.972317714928653
67,AT1G01620,0.215304348233903,9.92727263980264,6.21286239888403,0.0126825395955095,0.400696881895307
68,AT1G01630,-0.0927415271884641,5.45628253882946,0.825951144615397,0.363445916715925,0.905349382532901
69,AT1G01640,0.154765448731074,3.42504946518846,0.831316799412136,0.361892038922837,0.90534188336437
70,AT1G01650,0.0908721050933979,5.67687441929616,1.18142351360392,0.277066386932713,0.879929638439938
71,AT1G01660,0.34118180927265,1.54495708678015,1.19917268794015,0.273487094025488,0.879287937909292
72,AT1G01670,-0.0153470308765453,1.79164282541396,0.00272427359001171,0.958373656096197,0.996254280202253
73,AT1G01680,-0.90876172294818,1.55874847952726,2.22973969813791,0.135376653081822,0.76437082542633
74,AT1G01690,-0.064660328506252,2.27741297137243,0.0778345425551166,0.78025370599876,0.980934942034273
75,AT1G01695,0.434167695782778,-0.0127073862821396,0.285606114474486,0.593050092963494,0.959491247149995
76,AT1G01700,-0.21991724747393,1.45823010420465,0.620410632965266,0.430894733129936,0.920498677728036
77,AT1G01710,-0.00614135512100909,5.27960943178484,0.00456839899728401,0.946112069644579,0.994538236094063
78,AT1G01720,-0.20425220434629,5.35534228700637,3.65790560268102,0.0558037397004454,0.645029159165617
79,AT1G01725,0.0337715278878412,2.81105750604073,0.0287954768059162,0.865252129663427,0.989231094764248
80,AT1G01730,0.129723668938196,4.906651865492,1.64620376215031,0.199476407903566,0.836181675792141
81,AT1G01740,-0.0855307514867161,2.60432339691836,0.167448357632383,0.682389561068908,0.967688488698502
82,AT1G01750,0.200643400340233,2.9243494560001,1.00965485606336,0.314985539009252,0.894865654226462
83,AT1G01760,0.235673751819479,2.72146336222356,1.70165545698326,0.19207162168447,0.831303860369349
84,AT1G01770,0.0699699771382318,4.90887227046852,0.572315640926005,0.449340206884686,0.926624315187508
85,AT1G01780,0.0750389793547707,3.83997141416113,0.27702305415362,0.598659084160076,0.960200796331198
86,AT1G01790,-0.117783168516979,8.35559954976589,1.38392818168132,0.239433166742755,0.867641456348041
87,AT1G01800,-0.0342227313774424,5.82314574708008,0.16443188950212,0.685108532751768,0.968710402907696
88,AT1G01810,0.582939366425053,-0.455756982264731,0.344328308845437,0.557341431430941,0.951695523237485
89,AT1G01820,0.118275578375948,5.45985174453381,1.89060260378432,0.169133969588381,0.807343216042527
90,AT1G01830,0.294337528698028,4.55082232719009,7.16375939152049,0.00743911223263978,0.328545292124439
91,AT1G01840,-0.106479176210005,0.543081344461623,0.0621572039273026,0.803118316397826,0.983848849482518
92,AT1G01860,-0.0660870664465679,3.41337545364985,0.196880253834786,0.657250887801743,0.966715588792782
93,AT1G01880,-0.17314059582511,1.47537311486407,0.297785973416214,0.585273757218962,0.957018844081264
94,AT1G01900,-0.0615487326878287,3.30233907616087,0.122497781374815,0.726341076282806,0.973992211291742
95,AT1G01910,0.0965442622201651,5.31830111147626,1.7364199441791,0.187593083531911,0.828837965834935
96,AT1G01920,-0.00212483393366284,4.06672783654718,0.000268222545853902,0.986933228777118,0.999904297306735
97,AT1G01930,0.15876291628736,4.09425571374088,1.97203328199359,0.160232205857594,0.798938556697099
98,AT1G01940,-0.187476401963458,2.65632814856875,0.863853409579251,0.352662584325976,0.901155584557465
99,AT1G01950,0.00300882186858258,4.75112376491492,0.000965234878558263,0.975215126691901,0.998720736987058
100,AT1G01960,-0.0201871566053529,7.257981312396,0.113054760996652,0.736692780499959,0.97729350774835
101,AT1G01970,-0.0381805634330585,4.69786621792415,0.0997725833126584,0.752102713793322,0.978507963232764
103,AT1G01990,0.178193557698709,4.5510708110275,2.41992150245122,0.119800933506868,0.745796004268335
