,genes,logFC,logCPM,LR,PValue,FDR
1,AT1G01010,-0.0931569735580178,3.58401257917408,0.32397336180038,0.569229527574077,0.908825641641148
2,AT1G01020,-0.0527462500426244,3.68540677847499,0.136768426351241,0.71151500644726,0.949039800867587
3,AT1G01030,0.406079525862306,2.39371533307099,3.76372432021403,0.052375796045006,0.47016179592407
4,AT1G01040,0.00214039240710088,6.14835663124979,0.000794811678520801,0.977508695049506,0.996260900231203
5,AT1G01050,0.0115370143623358,6.37173438041304,0.0267274365094332,0.870136362730079,0.978137048550813
6,AT1G01060,-0.00352503101052313,9.40135128919347,0.00216799709892879,0.962862513438173,0.99515210738573
7,AT1G01070,0.146546264702944,4.67482862939144,1.00424688193035,0.316285064235917,0.807699163306668
9,AT1G01080,0.120075132594771,5.34641759253056,1.30585985024001,0.253145622330379,0.773595797575568
10,AT1G01090,0.0654412548517558,7.68841090628999,0.63539994917803,0.425381467681667,0.858198574683888
11,AT1G01100,0.149785703013231,7.45168894639257,2.18608351930013,0.139263028659659,0.656636331084543
12,AT1G01110,0.172552922133899,2.91414374751941,0.688541793288444,0.406660814135681,0.850297544558548
14,AT1G01120,-0.118822898966556,6.82449589973146,0.394135163329075,0.530133753812672,0.900000995104061
15,AT1G01130,0.202976892498534,1.31125101399339,0.570280213295392,0.450147588573258,0.866177610072115
16,AT1G01140,-0.0332356796126778,5.89907220844863,0.152904550163301,0.695774976621605,0.944333115849575
17,AT1G01150,1.33548138100492,-0.627935016000793,1.86144233604369,0.172458426272551,0.702277928426772
18,AT1G01160,0.0792072596618724,4.78221845678037,0.632977622985296,0.426265201297066,0.858198574683888
19,AT1G01170,0.14873792971668,4.66686582285536,2.54703589575414,0.110501391508845,0.611943312067924
20,AT1G01180,-0.0569444283976242,4.70326810537363,0.171630173381352,0.678667066290948,0.940701097151469
21,AT1G01190,-0.277497623326761,2.77668160050799,1.10204120290876,0.293818581639572,0.796718681913401
22,AT1G01200,0.396233452299745,0.835378918065221,1.27662809630013,0.258526926361029,0.777700211132827
23,AT1G01210,-0.116735485060387,2.43323121520277,0.327830676502058,0.566939265032152,0.908388510167326
24,AT1G01220,-0.00310809769104101,5.13079563935707,0.0014313289194785,0.969820906443512,0.995406569835813
25,AT1G01225,0.0340160685253043,1.62441132027383,0.018131342613799,0.892886492981405,0.981872812726959
26,AT1G01230,-0.0247458735712427,4.22377977458115,0.0487268395594675,0.825293663632205,0.969048387957245
27,AT1G01240,0.121726037837735,5.68249299937919,2.52415180355539,0.112115051548736,0.614638904089219
28,AT1G01250,0.826176666765551,0.817166025955837,4.18984999328328,0.0406666954865673,0.430215386191748
29,AT1G01260,-0.234416855417429,4.41399196142673,3.96583502981908,0.0464324869463262,0.447622687937776
31,AT1G01290,0.104402756652197,3.41819873805697,0.471822483474693,0.492149933611622,0.884530055645579
32,AT1G01300,-0.0578737182959515,5.41063837697333,0.306152750772659,0.580050663030385,0.913332284293403
35,AT1G01320,-0.0501431706019097,9.0169587536135,0.404090389079058,0.524984334413407,0.897077454879076
36,AT1G01340,-0.121558800369118,4.84617725217544,0.446044836324131,0.504219207579496,0.889329715749786
37,AT1G01350,0.176915371862671,4.02998179738041,1.70944938631577,0.191056825393627,0.723986548136853
38,AT1G01355,-0.159979498681062,-0.477648475705972,0.0425896244685866,0.836499920554742,0.97194829385226
39,AT1G01360,0.00477590525927554,4.32062171008727,0.00166802739019367,0.967422261872332,0.99515210738573
40,AT1G01370,0.505497388874561,1.61569234765434,3.54102463234884,0.0598684670724688,0.493910597902322
41,AT1G01380,-0.1874390226364,0.487577041579553,0.161386649363752,0.687883058210959,0.943053285327175
42,AT1G01390,0.102970513583488,2.81007666047311,0.274367196715865,0.600417150942283,0.918130463271916
45,AT1G01420,-0.0896678313153769,3.94770706369831,0.377455979804212,0.538967907394737,0.902957915203928
46,AT1G01430,0.00951586805920761,6.82809597315087,0.00712641746321552,0.932724008195323,0.987998613387931
47,AT1G01440,-0.163830881797522,5.04666937551542,3.51751372438866,0.0607234757665126,0.49604069725398
48,AT1G01450,0.0521688563203048,3.99188034583038,0.181099596439282,0.670429962844215,0.938820800591237
49,AT1G01453,-0.169007172639827,0.458476688858189,0.0932225168250369,0.760119683257909,0.957329917144986
51,AT1G01470,0.0636465167462738,4.7409716451779,0.456667390672274,0.499185605060789,0.887163781629002
53,AT1G01480,0.237785348469347,1.18465124414256,0.389657059272954,0.532479721014874,0.901096639721747
54,AT1G01490,-0.0352502303185587,6.21852996366677,0.216907050270921,0.641406764246797,0.929044907724682
55,AT1G01500,-0.0612094417116807,3.04695375933243,0.0971181897513418,0.755315716560668,0.956200002805691
56,AT1G01510,0.138826418208063,5.79710427886763,4.05016872581409,0.0441669302722605,0.440194995224095
57,AT1G01520,-0.148788277914949,3.19326930602393,1.00556224686418,0.315968339699357,0.80756548591091
59,AT1G01540,0.130045165902855,6.75412320427982,2.73936435790931,0.0979037034296007,0.585671818049711
60,AT1G01550,-0.0550509059501783,7.32758601109172,0.419695188165814,0.517089178626857,0.893261297792214
61,AT1G01560,-0.751268530827788,1.42396837447252,4.80765085765223,0.0283336443305456,0.372847015009696
62,AT1G01570,-0.0408647457696535,1.687632376658,0.036600449389331,0.84828081601905,0.974488226310637
63,AT1G01580,-0.29459199522252,7.5503712167182,1.29592036369633,0.254959762915436,0.77595370297529
64,AT1G01590,0.596982786274589,1.02181464111277,2.51229671294885,0.112961194485629,0.616787474289816
65,AT1G01600,-0.0647579477828819,2.42506064282523,0.0693843438399853,0.79223529222669,0.966491669764263
66,AT1G01610,-0.00474598099301485,6.24409113474239,0.00199385212938097,0.96438423852891,0.99515210738573
67,AT1G01620,0.167382745133514,9.86550253283879,3.04287480298318,0.0810921898593952,0.547294273762454
68,AT1G01630,-0.112589963361352,5.35884403695794,0.835538012888684,0.360676027503142,0.830146675076622
69,AT1G01640,-0.276432269885503,3.46726994579527,3.41106869199667,0.0647604934799965,0.506050397412146
70,AT1G01650,-0.021430654374788,5.72246905206103,0.077740893611093,0.780382550552926,0.963448296872868
71,AT1G01660,0.169601563247532,1.60809410179908,0.280496535828014,0.596375954149986,0.916792882670454
72,AT1G01670,-0.26073335030413,1.50657089363763,0.75815343948317,0.383907017496784,0.840149590574742
73,AT1G01680,-0.820911069370058,1.05681542765802,2.9413915177045,0.0863363266577937,0.560771628644736
74,AT1G01690,0.328302646710044,2.19939065407754,2.05143288944202,0.15206301631789,0.673100941695683
75,AT1G01695,0.229038066551072,-0.369864293855894,0.11629805494217,0.733084756604402,0.954596169856202
76,AT1G01700,-0.298645457966445,1.48362383942466,1.01481023376966,0.313753207331878,0.807284376504279
77,AT1G01710,-0.0307884042708539,5.25604562560099,0.14103182354817,0.707257387228107,0.948251960968466
78,AT1G01720,0.226612085401132,5.01601275910983,3.69016035010791,0.0547343539892865,0.476629387049367
79,AT1G01725,-0.0644111034571061,2.97059279621232,0.163968491782525,0.685528796212163,0.942696102101917
80,AT1G01730,-0.0664270908971132,4.8916394145631,0.484520779006189,0.486381693973905,0.881642200132776
81,AT1G01740,0.0297639153462999,2.44286982198336,0.0201288650327722,0.887177768983892,0.981078848444941
82,AT1G01750,0.0736545603896952,3.17214869904494,0.229294879434502,0.632047158314336,0.927739685221182
83,AT1G01760,0.579093230854415,2.62099025748387,9.10244220133451,0.002552684301955,0.124922578388176
84,AT1G01770,0.175937410520162,4.98450371751931,2.42161566038601,0.119671447113378,0.62794925924666
85,AT1G01780,-0.249308256989907,3.93133099460883,3.2810080716859,0.0700858685141695,0.519739338695603
86,AT1G01790,0.115750103327672,8.37349967680699,0.993841933559523,0.318805181819222,0.8092292175611
87,AT1G01800,0.0262547433417653,5.81360887310826,0.133148939642902,0.715189194921864,0.950672102579369
88,AT1G01810,-0.0154361385091454,-0.695015047115943,0.000221363209860215,0.988129288212943,0.998071783040691
89,AT1G01820,-0.0836261397884293,5.50002383542979,0.762064513586887,0.382683209678593,0.840149590574742
90,AT1G01830,-0.20862958628805,4.53542352688559,4.42661554200824,0.0353826027032093,0.407129309082548
91,AT1G01840,0.120123990975161,0.0124211552783568,0.040885527637549,0.83975904387379,0.972144624500657
92,AT1G01860,0.0329761117080632,3.40248802926931,0.0486825116595462,0.82537186706562,0.969048387957245
93,AT1G01880,0.153769981280783,1.14622402822222,0.260805147723612,0.609567546433767,0.91939524373767
94,AT1G01900,-0.016953278977833,3.02388164834385,0.00965091694527587,0.921742450750479,0.985799906365216
95,AT1G01910,0.10557371627863,5.30548096832594,1.70449257845172,0.191701492332396,0.724449380118538
96,AT1G01920,0.00549958768892174,4.12694121821813,0.00151377985327628,0.968964277361896,0.99515210738573
97,AT1G01930,0.0145309338726408,4.15635919721109,0.020936616796404,0.884951758597588,0.98054256762053
98,AT1G01940,-0.0749893208926442,2.29653232377542,0.142763015859845,0.705549505772109,0.947742315048801
99,AT1G01950,-0.00355941622719484,4.81550015772058,0.00154823905010204,0.96861320171178,0.99515210738573
100,AT1G01960,0.071010192286771,7.29618929532692,1.00713009264556,0.315591363023486,0.807284376504279
101,AT1G01970,-0.0357732842482104,4.68541166838857,0.122265290598138,0.726590468608179,0.95343102221257
103,AT1G01990,0.0503653019370763,4.53398304516411,0.228702382702883,0.632487665773857,0.927768129916096
104,AT1G02000,0.0745497108811316,4.15148240360159,0.299158712601884,0.584410313655478,0.913788145666534
105,AT1G02010,-0.14439497316469,4.30792520100113,1.64870689348916,0.199135021205667,0.732257296537541
106,AT1G02020,-0.105033415425654,4.42992365999867,1.10472658707488,0.293231151029784,0.79619954415915
107,AT1G02030,1.43011345034192,-0.399210886032188,3.0736285206014,0.0795716821843519,0.543646456738026
109,AT1G02050,0.23340717028828,3.34039802100587,2.15548983787543,0.142061131839939,0.661443868630543
110,AT1G02060,0.00311205933482078,3.99765806351821,0.000454937413818968,0.982983001513065,0.997380619472622
111,AT1G02065,0.174911792133371,1.42373295171422,0.377141688667129,0.539136939842186,0.902957915203928
112,AT1G02070,-0.841876481583504,-0.116092319849228,2.6639007678132,0.102648720229761,0.596832205197668
114,AT1G02080,-0.0122245385543146,8.02248606771607,0.0325338982967116,0.856860882923205,0.974958892754031
115,AT1G02090,-0.179223244036381,4.41419085641752,3.17972151791661,0.0745574357121285,0.529860418325072
116,AT1G02100,0.0138275713644686,5.65557944841746,0.0336466427483835,0.854460472099429,0.974958892754031
117,AT1G02110,0.258267032668879,5.55319876376168,8.01400633024915,0.00464169355776629,0.168491886525835
118,AT1G02120,-0.108323267097293,6.69490125774394,2.17719791017443,0.140069277872277,0.659027473588324
119,AT1G02130,0.0195791286689192,5.3820619036292,0.0714988605943336,0.789166812848937,0.965644138993768
120,AT1G02140,0.00418867688982435,5.61144442534601,0.0034270839273427,0.953317465413942,0.993901762820453
121,AT1G02145,-0.057094863710937,4.62382581421695,0.324748371886809,0.568767923934968,0.908825641641148
122,AT1G02150,0.126540143106685,6.27652200515962,2.83814516290254,0.0920504154308811,0.571915813809862
123,AT1G02160,-0.0512111157570623,3.40322266053914,0.138878996205724,0.709397994626085,0.948683326272924
124,AT1G02170,-0.0282209946098713,5.20562289577751,0.101323516614311,0.75024710643618,0.955853596878448
